FLIGHT,ORIGIN,DEST,DEP_TIME,ARR_TIME,DISTANCE
1735-FLL-CLT,FLL,CLT,2016-09-01 08:10:00,2016-09-01 10:12:00,632.0
1741-FLL-DCA,FLL,DCA,2016-09-01 19:42:00,2016-09-01 22:14:00,899.0
1790-FLL-PHL,FLL,PHL,2016-09-01 14:00:00,2016-09-01 16:45:00,992.0
1800-FLL-PHL,FLL,PHL,2016-09-01 11:30:00,2016-09-01 14:17:00,992.0
1839-FLL-CLT,FLL,CLT,2016-09-01 06:10:00,2016-09-01 08:08:00,632.0
1846-FLL-CLT,FLL,CLT,2016-09-01 10:25:00,2016-09-01 12:23:00,632.0
1921-FLL-CLT,FLL,CLT,2016-09-01 17:15:00,2016-09-01 19:13:00,632.0
2029-FLL-PHL,FLL,PHL,2016-09-01 06:10:00,2016-09-01 08:51:00,992.0
2056-FLL-CLT,FLL,CLT,2016-09-01 13:04:00,2016-09-01 15:06:00,632.0
470-FLL-CLT,FLL,CLT,2016-09-01 14:50:00,2016-09-01 16:54:00,632.0
557-FLL-CLT,FLL,CLT,2016-09-01 19:20:00,2016-09-01 21:19:00,632.0
2564-FLL-ORD,FLL,ORD,2016-09-01 16:56:00,2016-09-01 20:14:00,1182.0
306-IND-DFW,IND,DFW,2016-09-01 10:59:00,2016-09-01 13:21:00,761.0
1129-IND-DFW,IND,DFW,2016-09-01 16:12:00,2016-09-01 18:31:00,761.0
1074-IND-DFW,IND,DFW,2016-09-01 08:10:00,2016-09-01 10:34:00,761.0
1382-IND-DFW,IND,DFW,2016-09-01 19:50:00,2016-09-01 22:08:00,761.0
2288-IND-DFW,IND,DFW,2016-09-01 06:20:00,2016-09-01 08:42:00,761.0
403-IND-PHX,IND,PHX,2016-09-01 06:00:00,2016-09-01 09:44:00,1488.0
1714-IND-PHX,IND,PHX,2016-09-01 21:15:00,2016-09-02 00:59:00,1488.0
1756-IND-CLT,IND,CLT,2016-09-01 07:05:00,2016-09-01 08:48:00,427.0
1818-IND-CLT,IND,CLT,2016-09-01 13:54:00,2016-09-01 15:35:00,427.0
1827-IND-CLT,IND,CLT,2016-09-01 12:15:00,2016-09-01 13:54:00,427.0
1840-IND-CLT,IND,CLT,2016-09-01 15:29:00,2016-09-01 17:12:00,427.0
460-IND-LAX,IND,LAX,2016-09-01 15:55:00,2016-09-01 20:34:00,1814.0
580-IND-PHX,IND,PHX,2016-09-01 18:10:00,2016-09-01 21:56:00,1488.0
315-SAT-DFW,SAT,DFW,2016-09-01 15:36:00,2016-09-01 16:50:00,247.0
320-SAT-DFW,SAT,DFW,2016-09-01 13:35:00,2016-09-01 14:45:00,247.0
1062-SAT-DFW,SAT,DFW,2016-09-01 06:12:00,2016-09-01 07:20:00,247.0
1213-SAT-DFW,SAT,DFW,2016-09-01 11:48:00,2016-09-01 13:00:00,247.0
1424-SAT-DFW,SAT,DFW,2016-09-01 19:32:00,2016-09-01 20:45:00,247.0
1433-SAT-DFW,SAT,DFW,2016-09-01 09:00:00,2016-09-01 10:16:00,247.0
1516-SAT-MIA,SAT,MIA,2016-09-01 07:15:00,2016-09-01 10:10:00,1143.0
1524-SAT-DFW,SAT,DFW,2016-09-01 19:05:00,2016-09-01 20:18:00,247.0
2272-SAT-DFW,SAT,DFW,2016-09-01 07:59:00,2016-09-01 09:08:00,247.0
2412-SAT-DFW,SAT,DFW,2016-09-01 09:39:00,2016-09-01 10:55:00,247.0
2385-SAT-DFW,SAT,DFW,2016-09-01 20:55:00,2016-09-01 22:08:00,247.0
1720-SAT-CLT,SAT,CLT,2016-09-01 15:55:00,2016-09-01 18:44:00,1095.0
1952-SAT-CLT,SAT,CLT,2016-09-01 18:35:00,2016-09-01 21:23:00,1095.0
357-SAT-DFW,SAT,DFW,2016-09-01 17:34:00,2016-09-01 18:45:00,247.0
873-SAT-CLT,SAT,CLT,2016-09-01 09:15:00,2016-09-01 12:07:00,1095.0
2563-SAT-DFW,SAT,DFW,2016-09-01 07:05:00,2016-09-01 08:14:00,247.0
321-EWR-PHX,EWR,PHX,2016-09-01 16:40:00,2016-09-01 22:00:00,2133.0
1051-EWR-ORD,EWR,ORD,2016-09-01 15:55:00,2016-09-01 18:25:00,719.0
1078-EWR-DFW,EWR,DFW,2016-09-01 10:56:00,2016-09-01 14:39:00,1372.0
1175-EWR-DFW,EWR,DFW,2016-09-01 18:05:00,2016-09-01 22:02:00,1372.0
1451-EWR-CLT,EWR,CLT,2016-09-01 08:10:00,2016-09-01 10:08:00,529.0
1301-EWR-MIA,EWR,MIA,2016-09-01 06:00:00,2016-09-01 08:58:00,1085.0
1364-EWR-CLT,EWR,CLT,2016-09-01 05:00:00,2016-09-01 06:45:00,529.0
1458-EWR-PHX,EWR,PHX,2016-09-01 13:40:00,2016-09-01 18:50:00,2133.0
1537-EWR-DFW,EWR,DFW,2016-09-01 08:30:00,2016-09-01 12:22:00,1372.0
1037-EWR-MIA,EWR,MIA,2016-09-01 17:42:00,2016-09-01 20:50:00,1085.0
1598-EWR-CLT,EWR,CLT,2016-09-01 17:23:00,2016-09-01 19:18:00,529.0
1614-EWR-MIA,EWR,MIA,2016-09-01 12:45:00,2016-09-01 15:54:00,1085.0
1615-EWR-CLT,EWR,CLT,2016-09-01 10:29:00,2016-09-01 12:21:00,529.0
2321-EWR-DFW,EWR,DFW,2016-09-01 07:00:00,2016-09-01 10:38:00,1372.0
2404-EWR-ORD,EWR,ORD,2016-09-01 18:59:00,2016-09-01 21:30:00,719.0
2262-EWR-DFW,EWR,DFW,2016-09-01 15:59:00,2016-09-01 19:51:00,1372.0
2531-EWR-CLT,EWR,CLT,2016-09-01 06:30:00,2016-09-01 08:23:00,529.0
2548-EWR-PHX,EWR,PHX,2016-09-01 10:25:00,2016-09-01 15:39:00,2133.0
2483-EWR-CLT,EWR,CLT,2016-09-01 18:29:00,2016-09-01 20:31:00,529.0
1866-EWR-CLT,EWR,CLT,2016-09-01 06:00:00,2016-09-01 07:51:00,529.0
2578-EWR-ORD,EWR,ORD,2016-09-01 07:35:00,2016-09-01 10:01:00,719.0
373-EWR-MIA,EWR,MIA,2016-09-01 07:59:00,2016-09-01 11:04:00,1085.0
379-EWR-CLT,EWR,CLT,2016-09-01 13:10:00,2016-09-01 15:02:00,529.0
609-EWR-CLT,EWR,CLT,2016-09-01 15:05:00,2016-09-01 17:01:00,529.0
1049-BWI-MIA,BWI,MIA,2016-09-01 17:44:00,2016-09-01 20:27:00,946.0
1106-BWI-DFW,BWI,DFW,2016-09-01 18:59:00,2016-09-01 22:23:00,1217.0
1437-BWI-MIA,BWI,MIA,2016-09-01 06:00:00,2016-09-01 08:39:00,946.0
1506-BWI-DFW,BWI,DFW,2016-09-01 11:51:00,2016-09-01 15:15:00,1217.0
1351-BWI-DFW,BWI,DFW,2016-09-01 07:00:00,2016-09-01 10:22:00,1217.0
1468-BWI-PHX,BWI,PHX,2016-09-01 07:00:00,2016-09-01 12:09:00,1999.0
2248-BWI-DFW,BWI,DFW,2016-09-01 15:01:00,2016-09-01 18:30:00,1217.0
2519-BWI-PHX,BWI,PHX,2016-09-01 17:20:00,2016-09-01 22:20:00,1999.0
1798-BWI-CLT,BWI,CLT,2016-09-01 17:15:00,2016-09-01 18:45:00,361.0
1809-BWI-CLT,BWI,CLT,2016-09-01 15:39:00,2016-09-01 17:09:00,361.0
1817-BWI-CLT,BWI,CLT,2016-09-01 05:09:00,2016-09-01 06:35:00,361.0
1831-BWI-CLT,BWI,CLT,2016-09-01 08:45:00,2016-09-01 10:27:00,361.0
1958-BWI-PHX,BWI,PHX,2016-09-01 20:15:00,2016-09-02 01:14:00,1999.0
2021-BWI-CLT,BWI,CLT,2016-09-01 12:10:00,2016-09-01 13:39:00,361.0
2046-BWI-CLT,BWI,CLT,2016-09-01 13:50:00,2016-09-01 15:21:00,361.0
600-BWI-CLT,BWI,CLT,2016-09-01 07:00:00,2016-09-01 08:39:00,361.0
1681-BWI-CLT,BWI,CLT,2016-09-01 19:11:00,2016-09-01 20:41:00,361.0
1052-RDU-DFW,RDU,DFW,2016-09-01 15:42:00,2016-09-01 18:45:00,1061.0
1160-RDU-ORD,RDU,ORD,2016-09-01 11:27:00,2016-09-01 13:35:00,646.0
1266-RDU-MIA,RDU,MIA,2016-09-01 12:15:00,2016-09-01 14:28:00,700.0
173-RDU-DFW,RDU,DFW,2016-09-01 18:53:00,2016-09-01 21:54:00,1061.0
955-RDU-MIA,RDU,MIA,2016-09-01 06:15:00,2016-09-01 08:22:00,700.0
1349-RDU-DFW,RDU,DFW,2016-09-01 07:47:00,2016-09-01 10:55:00,1061.0
1455-RDU-DFW,RDU,DFW,2016-09-01 11:54:00,2016-09-01 14:54:00,1061.0
1559-RDU-ORD,RDU,ORD,2016-09-01 14:55:00,2016-09-01 17:07:00,646.0
1521-RDU-MIA,RDU,MIA,2016-09-01 18:24:00,2016-09-01 20:34:00,700.0
1539-RDU-ORD,RDU,ORD,2016-09-01 07:36:00,2016-09-01 09:50:00,646.0
1015-RDU-LAX,RDU,LAX,2016-09-01 18:55:00,2016-09-02 00:32:00,2238.0
2428-RDU-DFW,RDU,DFW,2016-09-01 06:00:00,2016-09-01 09:02:00,1061.0
1745-RDU-CLT,RDU,CLT,2016-09-01 14:45:00,2016-09-01 15:47:00,130.0
1902-RDU-PHL,RDU,PHL,2016-09-01 20:25:00,2016-09-01 21:50:00,337.0
1946-RDU-CLT,RDU,CLT,2016-09-01 07:10:00,2016-09-01 08:14:00,130.0
1971-RDU-PHL,RDU,PHL,2016-09-01 15:46:00,2016-09-01 17:10:00,337.0
1977-RDU-CLT,RDU,CLT,2016-09-01 09:35:00,2016-09-01 10:46:00,130.0
2011-RDU-CLT,RDU,CLT,2016-09-01 06:00:00,2016-09-01 07:04:00,130.0
2025-RDU-PHL,RDU,PHL,2016-09-01 05:20:00,2016-09-01 06:38:00,337.0
2043-RDU-CLT,RDU,CLT,2016-09-01 19:59:00,2016-09-01 21:01:00,130.0
2067-RDU-CLT,RDU,CLT,2016-09-01 16:10:00,2016-09-01 17:14:00,130.0
2069-RDU-CLT,RDU,CLT,2016-09-01 13:00:00,2016-09-01 14:04:00,130.0
2071-RDU-PHL,RDU,PHL,2016-09-01 07:00:00,2016-09-01 08:24:00,337.0
2083-RDU-CLT,RDU,CLT,2016-09-01 17:55:00,2016-09-01 19:00:00,130.0
2601-RDU-ORD,RDU,ORD,2016-09-01 18:05:00,2016-09-01 20:18:00,646.0
657-RDU-CLT,RDU,CLT,2016-09-01 11:20:00,2016-09-01 12:23:00,130.0
1669-RDU-LGA,RDU,LGA,2016-09-01 11:15:00,2016-09-01 12:48:00,431.0
1689-RDU-PHL,RDU,PHL,2016-09-01 13:35:00,2016-09-01 14:59:00,337.0
1055-TPA-MIA,TPA,MIA,2016-09-01 13:24:00,2016-09-01 14:29:00,204.0
1186-TPA-ORD,TPA,ORD,2016-09-01 07:07:00,2016-09-01 10:00:00,1012.0
1198-TPA-DFW,TPA,DFW,2016-09-01 19:20:00,2016-09-01 21:59:00,929.0
971-TPA-DFW,TPA,DFW,2016-09-01 15:40:00,2016-09-01 18:24:00,929.0
1421-TPA-ORD,TPA,ORD,2016-09-01 11:04:00,2016-09-01 13:55:00,1012.0
1394-TPA-MIA,TPA,MIA,2016-09-01 15:55:00,2016-09-01 17:01:00,204.0
1339-TPA-DFW,TPA,DFW,2016-09-01 08:00:00,2016-09-01 10:45:00,929.0
1514-TPA-ORD,TPA,ORD,2016-09-01 17:25:00,2016-09-01 20:14:00,1012.0
2459-TPA-MIA,TPA,MIA,2016-09-01 09:05:00,2016-09-01 10:15:00,204.0
2465-TPA-MIA,TPA,MIA,2016-09-01 19:29:00,2016-09-01 20:40:00,204.0
2456-TPA-DFW,TPA,DFW,2016-09-01 17:30:00,2016-09-01 20:14:00,929.0
2528-TPA-MIA,TPA,MIA,2016-09-01 07:40:00,2016-09-01 08:44:00,204.0
2558-TPA-DFW,TPA,DFW,2016-09-01 13:45:00,2016-09-01 16:28:00,929.0
2488-TPA-DFW,TPA,DFW,2016-09-01 11:09:00,2016-09-01 13:50:00,929.0
2624-TPA-DFW,TPA,DFW,2016-09-01 06:22:00,2016-09-01 09:05:00,929.0
1757-TPA-PHL,TPA,PHL,2016-09-01 08:05:00,2016-09-01 10:36:00,920.0
1815-TPA-CLT,TPA,CLT,2016-09-01 17:20:00,2016-09-01 19:04:00,507.0
1835-TPA-CLT,TPA,CLT,2016-09-01 19:15:00,2016-09-01 20:57:00,507.0
1841-TPA-DCA,TPA,DCA,2016-09-01 18:10:00,2016-09-01 20:27:00,814.0
1842-TPA-CLT,TPA,CLT,2016-09-01 10:25:00,2016-09-01 12:08:00,507.0
1855-TPA-CLT,TPA,CLT,2016-09-01 12:05:00,2016-09-01 13:46:00,507.0
1992-TPA-CLT,TPA,CLT,2016-09-01 13:49:00,2016-09-01 15:30:00,507.0
2064-TPA-CLT,TPA,CLT,2016-09-01 08:35:00,2016-09-01 10:22:00,507.0
2077-TPA-DCA,TPA,DCA,2016-09-01 07:10:00,2016-09-01 09:24:00,814.0
2081-TPA-PHL,TPA,PHL,2016-09-01 19:30:00,2016-09-01 21:57:00,920.0
582-TPA-PHX,TPA,PHX,2016-09-01 07:30:00,2016-09-01 12:02:00,1788.0
712-TPA-DCA,TPA,DCA,2016-09-01 08:45:00,2016-09-01 10:55:00,814.0
713-TPA-CLT,TPA,CLT,2016-09-01 06:45:00,2016-09-01 08:24:00,507.0
730-TPA-CLT,TPA,CLT,2016-09-01 15:35:00,2016-09-01 17:17:00,507.0
804-TPA-PHX,TPA,PHX,2016-09-01 20:35:00,2016-09-02 00:57:00,1788.0
814-TPA-PHL,TPA,PHL,2016-09-01 14:10:00,2016-09-01 16:41:00,920.0
1691-TPA-CLT,TPA,CLT,2016-09-01 05:10:00,2016-09-01 06:44:00,507.0
1059-ONT-DFW,ONT,DFW,2016-09-01 11:25:00,2016-09-01 14:25:00,1188.0
1115-ONT-DFW,ONT,DFW,2016-09-01 13:48:00,2016-09-01 16:45:00,1188.0
1412-ONT-DFW,ONT,DFW,2016-09-01 09:15:00,2016-09-01 12:20:00,1188.0
1505-ONT-DFW,ONT,DFW,2016-09-01 17:27:00,2016-09-01 20:31:00,1188.0
1598-ONT-PHX,ONT,PHX,2016-09-01 09:25:00,2016-09-01 10:47:00,325.0
2340-ONT-PHX,ONT,PHX,2016-09-02 00:30:00,2016-09-02 01:49:00,325.0
2542-ONT-DFW,ONT,DFW,2016-09-01 04:10:00,2016-09-01 07:10:00,1188.0
1712-ONT-PHX,ONT,PHX,2016-09-01 15:30:00,2016-09-01 16:44:00,325.0
1060-TUL-DFW,TUL,DFW,2016-09-01 07:57:00,2016-09-01 09:10:00,237.0
1292-TUL-DFW,TUL,DFW,2016-09-01 15:34:00,2016-09-01 16:50:00,237.0
1255-TUL-DFW,TUL,DFW,2016-09-01 06:12:00,2016-09-01 07:20:00,237.0
1314-TUL-DFW,TUL,DFW,2016-09-01 09:21:00,2016-09-01 10:40:00,237.0
1326-TUL-ORD,TUL,ORD,2016-09-01 09:50:00,2016-09-01 11:45:00,585.0
2236-TUL-DFW,TUL,DFW,2016-09-01 19:13:00,2016-09-01 20:28:00,237.0
2665-TUL-DFW,TUL,DFW,2016-09-01 17:35:00,2016-09-01 18:50:00,237.0
391-TUL-DFW,TUL,DFW,2016-09-01 13:25:00,2016-09-01 14:40:00,237.0
1065-BNA-DFW,BNA,DFW,2016-09-01 10:40:00,2016-09-01 12:39:00,631.0
1191-BNA-DFW,BNA,DFW,2016-09-01 14:35:00,2016-09-01 16:41:00,631.0
1439-BNA-DFW,BNA,DFW,2016-09-01 16:25:00,2016-09-01 18:27:00,631.0
2242-BNA-DFW,BNA,DFW,2016-09-01 18:02:00,2016-09-01 20:05:00,631.0
2259-BNA-DFW,BNA,DFW,2016-09-01 20:12:00,2016-09-01 22:14:00,631.0
2398-BNA-DFW,BNA,DFW,2016-09-01 12:36:00,2016-09-01 14:37:00,631.0
2551-BNA-DFW,BNA,DFW,2016-09-01 07:00:00,2016-09-01 09:05:00,631.0
443-BNA-LAX,BNA,LAX,2016-09-01 17:30:00,2016-09-01 22:00:00,1797.0
1726-BNA-CLT,BNA,CLT,2016-09-01 20:07:00,2016-09-01 21:40:00,328.0
1750-BNA-CLT,BNA,CLT,2016-09-01 15:29:00,2016-09-01 16:51:00,328.0
1903-BNA-CLT,BNA,CLT,2016-09-01 07:20:00,2016-09-01 08:52:00,328.0
1927-BNA-CLT,BNA,CLT,2016-09-01 10:35:00,2016-09-01 11:59:00,328.0
1945-BNA-CLT,BNA,CLT,2016-09-01 18:10:00,2016-09-01 19:35:00,328.0
2076-BNA-LAX,BNA,LAX,2016-09-01 07:25:00,2016-09-01 12:00:00,1797.0
2348-BNA-DFW,BNA,DFW,2016-09-01 08:20:00,2016-09-01 10:24:00,631.0
821-BNA-CLT,BNA,CLT,2016-09-01 08:47:00,2016-09-01 10:22:00,328.0
1673-BNA-CLT,BNA,CLT,2016-09-01 13:26:00,2016-09-01 14:56:00,328.0
1135-DSM-DFW,DSM,DFW,2016-09-01 07:00:00,2016-09-01 09:01:00,624.0
2232-DSM-DFW,DSM,DFW,2016-09-01 14:28:00,2016-09-01 16:31:00,624.0
523-DSM-PHX,DSM,PHX,2016-09-01 15:45:00,2016-09-01 18:44:00,1150.0
534-DSM-PHX,DSM,PHX,2016-09-01 09:00:00,2016-09-01 12:09:00,1150.0
1218-RNO-DFW,RNO,DFW,2016-09-01 15:14:00,2016-09-01 18:30:00,1345.0
1441-RNO-DFW,RNO,DFW,2016-09-01 09:15:00,2016-09-01 12:32:00,1345.0
1361-RNO-ORD,RNO,ORD,2016-09-01 11:00:00,2016-09-01 14:52:00,1671.0
412-RNO-PHX,RNO,PHX,2016-09-01 15:30:00,2016-09-01 17:13:00,601.0
594-RNO-PHX,RNO,PHX,2016-09-01 12:40:00,2016-09-01 14:21:00,601.0
665-RNO-PHX,RNO,PHX,2016-09-01 09:05:00,2016-09-01 10:48:00,601.0
1676-RNO-PHX,RNO,PHX,2016-09-01 22:35:00,2016-09-02 00:20:00,601.0
1192-BDL-LAX,BDL,LAX,2016-09-01 07:00:00,2016-09-01 13:19:00,2527.0
1581-BDL-DFW,BDL,DFW,2016-09-01 18:05:00,2016-09-01 22:01:00,1471.0
2269-BDL-ORD,BDL,ORD,2016-09-01 07:30:00,2016-09-01 10:07:00,783.0
1715-BDL-CLT,BDL,CLT,2016-09-01 12:49:00,2016-09-01 14:55:00,644.0
1837-BDL-CLT,BDL,CLT,2016-09-01 08:15:00,2016-09-01 10:32:00,644.0
1849-BDL-CLT,BDL,CLT,2016-09-01 10:20:00,2016-09-01 12:23:00,644.0
1871-BDL-CLT,BDL,CLT,2016-09-01 17:07:00,2016-09-01 19:12:00,644.0
1912-BDL-CLT,BDL,CLT,2016-09-01 06:20:00,2016-09-01 08:27:00,644.0
1922-BDL-CLT,BDL,CLT,2016-09-01 19:15:00,2016-09-01 21:19:00,644.0
2090-BDL-PHL,BDL,PHL,2016-09-01 06:45:00,2016-09-01 08:04:00,196.0
2606-BDL-DFW,BDL,DFW,2016-09-01 07:05:00,2016-09-01 10:55:00,1471.0
1200-SMF-DFW,SMF,DFW,2016-09-01 11:05:00,2016-09-01 14:31:00,1431.0
1209-SMF-DFW,SMF,DFW,2016-09-01 16:45:00,2016-09-01 20:11:00,1431.0
1126-SMF-DFW,SMF,DFW,2016-09-01 09:00:00,2016-09-01 12:26:00,1431.0
1320-SMF-PHX,SMF,PHX,2016-09-01 12:35:00,2016-09-01 14:23:00,647.0
1467-SMF-PHX,SMF,PHX,2016-09-01 15:33:00,2016-09-01 17:22:00,647.0
2228-SMF-DFW,SMF,DFW,2016-09-01 14:55:00,2016-09-01 18:20:00,1431.0
2390-SMF-PHX,SMF,PHX,2016-09-01 19:17:00,2016-09-01 21:09:00,647.0
2672-SMF-ORD,SMF,ORD,2016-09-01 13:25:00,2016-09-01 17:32:00,1781.0
476-SMF-CLT,SMF,CLT,2016-09-02 01:55:00,2016-09-02 06:39:00,2244.0
564-SMF-PHX,SMF,PHX,2016-09-01 22:15:00,2016-09-02 00:02:00,647.0
593-SMF-PHX,SMF,PHX,2016-09-01 09:00:00,2016-09-01 10:48:00,647.0
1201-FAT-DFW,FAT,DFW,2016-09-01 09:10:00,2016-09-01 12:25:00,1313.0
2533-FAT-DFW,FAT,DFW,2016-09-01 15:47:00,2016-09-01 19:06:00,1313.0
1286-OMA-DFW,OMA,DFW,2016-09-01 16:24:00,2016-09-01 18:20:00,583.0
2209-OMA-DFW,OMA,DFW,2016-09-01 08:39:00,2016-09-01 10:35:00,583.0
2308-OMA-DFW,OMA,DFW,2016-09-01 07:00:00,2016-09-01 08:53:00,583.0
485-OMA-LAX,OMA,LAX,2016-09-01 08:00:00,2016-09-01 11:40:00,1330.0
599-OMA-PHX,OMA,PHX,2016-09-01 16:00:00,2016-09-01 18:48:00,1037.0
625-OMA-PHX,OMA,PHX,2016-09-01 08:59:00,2016-09-01 11:47:00,1037.0
1291-MKE-DFW,MKE,DFW,2016-09-01 08:10:00,2016-09-01 10:42:00,853.0
1534-MKE-DFW,MKE,DFW,2016-09-01 16:21:00,2016-09-01 18:58:00,853.0
2297-MKE-DFW,MKE,DFW,2016-09-01 11:31:00,2016-09-01 14:05:00,853.0
2585-MKE-DFW,MKE,DFW,2016-09-01 19:20:00,2016-09-01 21:49:00,853.0
627-MKE-PHX,MKE,PHX,2016-09-01 18:15:00,2016-09-01 21:58:00,1460.0
647-MKE-PHX,MKE,PHX,2016-09-01 08:10:00,2016-09-01 12:05:00,1460.0
1251-SDF-DFW,SDF,DFW,2016-09-01 14:14:00,2016-09-01 16:29:00,733.0
1252-PIT-DFW,PIT,DFW,2016-09-01 11:35:00,2016-09-01 14:35:00,1067.0
1426-PIT-DFW,PIT,DFW,2016-09-01 14:38:00,2016-09-01 17:40:00,1067.0
2458-PIT-DFW,PIT,DFW,2016-09-01 18:55:00,2016-09-01 21:56:00,1067.0
1752-PIT-CLT,PIT,CLT,2016-09-01 08:49:00,2016-09-01 10:22:00,366.0
1760-PIT-CLT,PIT,CLT,2016-09-01 12:05:00,2016-09-01 13:34:00,366.0
1834-PIT-CLT,PIT,CLT,2016-09-01 19:13:00,2016-09-01 20:40:00,366.0
1933-PIT-PHL,PIT,PHL,2016-09-01 07:15:00,2016-09-01 08:41:00,268.0
1941-PIT-CLT,PIT,CLT,2016-09-01 07:00:00,2016-09-01 08:29:00,366.0
1957-PIT-CLT,PIT,CLT,2016-09-01 10:29:00,2016-09-01 11:59:00,366.0
2007-PIT-PHL,PIT,PHL,2016-09-01 19:53:00,2016-09-01 21:10:00,268.0
525-PIT-CLT,PIT,CLT,2016-09-01 05:15:00,2016-09-01 06:38:00,366.0
528-PIT-PHX,PIT,PHX,2016-09-01 17:40:00,2016-09-01 22:08:00,1814.0
531-PIT-PHX,PIT,PHX,2016-09-01 07:25:00,2016-09-01 12:01:00,1814.0
673-PIT-CLT,PIT,CLT,2016-09-01 15:29:00,2016-09-01 17:03:00,366.0
727-PIT-LAX,PIT,LAX,2016-09-01 06:40:00,2016-09-01 11:53:00,2136.0
1658-PIT-DFW,PIT,DFW,2016-09-01 07:54:00,2016-09-01 10:55:00,1067.0
1270-RSW-DFW,RSW,DFW,2016-09-01 13:30:00,2016-09-01 16:26:00,1017.0
1012-RSW-DFW,RSW,DFW,2016-09-01 07:50:00,2016-09-01 10:50:00,1017.0
1018-RSW-ORD,RSW,ORD,2016-09-01 17:15:00,2016-09-01 20:24:00,1120.0
400-RSW-CLT,RSW,CLT,2016-09-01 14:55:00,2016-09-01 16:55:00,600.0
1812-RSW-CLT,RSW,CLT,2016-09-01 19:15:00,2016-09-01 21:09:00,600.0
2018-RSW-PHL,RSW,PHL,2016-09-01 14:05:00,2016-09-01 16:46:00,993.0
2057-RSW-CLT,RSW,CLT,2016-09-01 06:35:00,2016-09-01 08:26:00,600.0
655-RSW-CLT,RSW,CLT,2016-09-01 13:09:00,2016-09-01 15:02:00,600.0
938-CMH-DFW,CMH,DFW,2016-09-01 06:00:00,2016-09-01 08:43:00,926.0
2430-CMH-DFW,CMH,DFW,2016-09-01 19:10:00,2016-09-01 21:53:00,926.0
2263-CMH-DFW,CMH,DFW,2016-09-01 08:06:00,2016-09-01 10:49:00,926.0
449-CMH-PHX,CMH,PHX,2016-09-01 18:05:00,2016-09-01 22:13:00,1670.0
2487-CMH-DFW,CMH,DFW,2016-09-01 11:15:00,2016-09-01 13:52:00,926.0
2347-CMH-DFW,CMH,DFW,2016-09-01 16:27:00,2016-09-01 19:10:00,926.0
586-CMH-PHX,CMH,PHX,2016-09-01 07:45:00,2016-09-01 12:06:00,1670.0
659-CMH-LAX,CMH,LAX,2016-09-01 16:50:00,2016-09-01 21:43:00,1995.0
943-STT-MIA,STT,MIA,2016-09-01 12:45:00,2016-09-01 15:40:00,1107.0
1350-STT-MIA,STT,MIA,2016-09-01 07:30:00,2016-09-01 10:27:00,1107.0
1608-STT-CLT,STT,CLT,2016-09-01 15:40:00,2016-09-01 19:27:00,1520.0
2421-STT-MIA,STT,MIA,2016-09-01 15:04:00,2016-09-01 18:00:00,1107.0
1293-STX-MIA,STX,MIA,2016-09-01 15:00:00,2016-09-01 18:00:00,1139.0
1423-PBI-DFW,PBI,DFW,2016-09-01 07:00:00,2016-09-01 10:05:00,1102.0
2306-PBI-DFW,PBI,DFW,2016-09-01 13:25:00,2016-09-01 16:30:00,1102.0
2257-PBI-ORD,PBI,ORD,2016-09-01 17:12:00,2016-09-01 20:23:00,1144.0
413-PBI-CLT,PBI,CLT,2016-09-01 06:40:00,2016-09-01 08:29:00,590.0
1730-PBI-CLT,PBI,CLT,2016-09-01 08:20:00,2016-09-01 10:15:00,590.0
1810-PBI-CLT,PBI,CLT,2016-09-01 11:59:00,2016-09-01 13:48:00,590.0
1880-PBI-DCA,PBI,DCA,2016-09-01 16:38:00,2016-09-01 19:00:00,857.0
513-PBI-CLT,PBI,CLT,2016-09-01 17:13:00,2016-09-01 19:10:00,590.0
782-PBI-PHL,PBI,PHL,2016-09-01 06:00:00,2016-09-01 08:36:00,951.0
1685-PBI-PHL,PBI,PHL,2016-09-01 14:10:00,2016-09-01 16:51:00,951.0
1330-ELP-DFW,ELP,DFW,2016-09-01 14:16:00,2016-09-01 16:05:00,551.0
1531-ELP-DFW,ELP,DFW,2016-09-01 08:35:00,2016-09-01 10:26:00,551.0
2309-ELP-DFW,ELP,DFW,2016-09-01 12:49:00,2016-09-01 14:36:00,551.0
2310-ELP-DFW,ELP,DFW,2016-09-01 18:06:00,2016-09-01 19:55:00,551.0
2613-ELP-DFW,ELP,DFW,2016-09-01 17:02:00,2016-09-01 18:51:00,551.0
1528-PSP-DFW,PSP,DFW,2016-09-01 09:35:00,2016-09-01 12:29:00,1126.0
2181-AMA-DFW,AMA,DFW,2016-09-01 09:20:00,2016-09-01 10:37:00,312.0
2186-PNS-DFW,PNS,DFW,2016-09-01 16:35:00,2016-09-01 18:35:00,604.0
2208-CLE-DFW,CLE,DFW,2016-09-01 19:15:00,2016-09-01 22:02:00,1021.0
2197-CLE-DFW,CLE,DFW,2016-09-01 11:40:00,2016-09-01 14:24:00,1021.0
2364-CLE-DFW,CLE,DFW,2016-09-01 08:00:00,2016-09-01 10:54:00,1021.0
1784-CLE-CLT,CLE,CLT,2016-09-01 07:00:00,2016-09-01 08:36:00,430.0
1848-CLE-DFW,CLE,DFW,2016-09-01 15:07:00,2016-09-01 17:57:00,1021.0
1909-CLE-CLT,CLE,CLT,2016-09-01 08:39:00,2016-09-01 10:19:00,430.0
